,number_colonies,concentrations,density
0,6,37338.43305821335,0.46223850574633407
1,8,60009.19951181053,0.48312158579571945
2,7,64982.809985902844,0.6026674707088301
3,5,40449.75984917255,0.37463766859640296
4,4,27920.76385387319,0.4366415286126105
5,4,37141.239740026685,0.4879835058461009
6,3,20073.796326907395,0.25687144265789275
7,5,46416.87613453969,0.547595314731049
8,4,37138.93790889718,0.5031097612846832
9,4,37127.6271061215,0.3691134515036679
10,2,18570.46855181759,0.37194280476889513
11,5,41702.07332189516,0.5036062726050684
12,3,27705.74740759022,0.3561923153363703
13,3,27855.453086031906,0.45443642666757306
14,7,57559.284768939775,0.5253487317030251
15,5,46424.82695783129,0.6048066140295355
16,4,37130.94326746824,0.5214417712450028
17,5,37707.20111695209,0.4100024697979423
18,2,18502.71767569534,0.39125430384166104
19,3,21910.22705847217,0.34693622780830413
20,6,26245.121538536587,0.5180736143833781
21,5,46376.97763483249,0.503245942413443
22,5,44921.1254763389,0.5692311972934546
23,3,27851.92327454784,0.42001051399350825
24,5,27951.575584436465,0.3851599868682793
25,3,27526.439888523164,0.3703974450034033
26,3,9789.29080957689,0.2070063117027541
27,6,46681.02284417932,0.6058673043119256
28,3,27856.06973639837,0.47467581827605027
29,6,46321.77783325916,0.543825381247307
30,4,37135.21717424028,0.500913100468601
31,3,20880.24098843072,0.4041306101963856
32,3,23002.473554481956,0.4658874833206809
33,7,56211.536210430255,0.5231537625779833
34,6,55702.425113262725,0.5680419384919869
35,4,26578.219019615306,0.4064972859620375
36,4,37141.43381987791,0.5181116774317892
37,5,46405.66411681926,0.5420389555085446
38,4,35661.97833407129,0.5666479850746193
39,3,27774.289203942237,0.4427815212440856
40,4,36743.79790223247,0.4893867635641912
41,5,36931.9955364344,0.4609671999294024
42,5,37122.043450550715,0.49382237747236796
43,5,45994.007838529054,0.6278449084645109
44,6,51151.75088593638,0.5725443741962633
45,4,37141.1389057536,0.5839167672159881
46,5,46097.158189028305,0.5490459397982732
47,3,20073.764187314628,0.3865691655050113
48,6,37538.2364001704,0.407832876038508
49,4,28998.870140312567,0.4242896464804393
50,6,47861.09664195049,0.5152493361912723
51,4,29257.60704281729,0.37887197127076094
52,5,30193.959062460897,0.4644174038064911
53,3,24051.975917775217,0.4148280184909531
54,5,46426.30426924619,0.5104288625713831
55,5,32318.79966473377,0.5091778570469373
56,4,29358.980350107813,0.42628499606270265
57,7,41705.97950084484,0.4317085575385283
58,5,46426.29190800762,0.6593247411915545
59,6,47686.127350396055,0.5447761116120649
60,3,27822.647641771404,0.49156566162434817
61,4,27532.895739237392,0.40399019984002454
62,5,46423.74106348434,0.5113939723099852
63,3,26340.710574152057,0.4397102561600677
64,3,27841.915724447244,0.38181297614466075
65,4,37026.47567243365,0.4442575216769171
66,6,49763.43522945739,0.6330916882266049
67,7,64951.036430084685,0.5858512159207936
68,4,27858.473483399837,0.4880012686020261
69,4,25846.587257366155,0.5267046220719814
70,4,37095.51468600942,0.4980456841549627
71,8,55106.0706434356,0.49328526556701097
72,4,28119.909383287937,0.4189557446297599
73,5,37172.083296284974,0.474839066461458
74,3,18119.93298181206,0.35999269925884136
75,3,25735.989711445916,0.49316346381209536
76,4,27870.43958438649,0.3336141608644093
77,4,37138.27344918527,0.531313634311809
78,1,9285.359661986036,0.19634781230211798
79,9,65175.44306942999,0.6806248230824218
80,5,42306.84427805149,0.5009410133707692
81,5,36994.11090907786,0.5244259142404353
82,7,59883.43993254886,0.604880202589797
83,5,25641.37235408084,0.40401557520563197
84,4,27757.99779027121,0.4567531975475304
85,7,52348.18439781519,0.5253047477359722
86,3,27370.709275884332,0.4885747518647538
87,3,27855.967451411932,0.5020710629858196
88,4,27859.146500589723,0.44560579943619133
89,5,28355.730315329074,0.27764202525308523
90,6,44846.54898471736,0.5691254666034237
91,5,37042.14798859326,0.4330932066551731
92,2,18570.67035393601,0.34245832162411505
93,3,25007.592690487414,0.4503315383578129
94,4,37141.38382637492,0.5219687330041168
95,2,18570.344196200353,0.36096203822504475
96,6,55710.64317048959,0.5689326138248073
97,7,64991.22339095382,0.5343036982258832
98,7,46933.93127224355,0.5094840531252668
99,8,64923.92850915594,0.5826090900416858
