,number_colonies,concentrations,density
0,2,17911.44112910218,0.36841647479498413
1,5,38729.24999549222,0.5445071327366262
2,2,9853.458727337464,0.20125456216507254
3,3,19033.9271133253,0.30083257188170526
4,3,26711.439307107248,0.3401576218090424
5,4,26873.784957060307,0.4140523781488863
6,5,23829.13012258974,0.40546197104525483
7,4,27131.041061019157,0.36939680975295075
8,2,17211.07329871204,0.35606459266281293
9,3,20242.698965664855,0.4082854033918403
10,3,13402.210521261075,0.2008891569003257
11,2,17911.44112910218,0.29723011581097203
12,4,26020.114643049837,0.3482498259012482
13,2,13387.849922832695,0.24577902450536976
14,1,8955.72056455109,0.18937381598767905
15,3,17474.95266607793,0.2882150942561764
16,4,9890.840723931367,0.2060775733215226
17,4,18230.455518051756,0.26266802200814743
18,3,13192.9873196212,0.2212139789063479
19,3,17724.019180321913,0.36559219660287845
20,3,17918.06439250922,0.2893755943099557
21,4,16238.0170444109,0.2869953850159798
22,2,13387.849922832695,0.22667306589402392
23,4,14721.26792286631,0.22063711226153923
24,3,26867.161693653266,0.3105268073892595
25,5,34311.48123563899,0.3691506687065588
26,6,20448.332117987004,0.2712508165020967
27,2,17911.44112910218,0.37257888060012107
28,3,17669.732918647693,0.35525258096337553
29,6,25836.445854098725,0.2932910132231804
30,5,33307.344065515004,0.3342138653382647
31,5,34975.83520760092,0.4625286307597789
32,5,26912.281025268512,0.3138306799913454
33,3,16831.008392112126,0.29871288300796556
34,4,22476.504717893316,0.41093712909781555
35,3,25122.37648026346,0.37178801503868986
36,3,18809.179291888555,0.21951129187409008
37,6,32055.667426603613,0.4626504325146945
38,4,24753.84047303377,0.31570591950973365
39,2,17911.44112910218,0.36953975764587255
40,2,8958.86215720468,0.1894406377837786
41,5,28580.630991166425,0.44779569348811155
42,2,17211.07329871204,0.29956126606477357
43,4,17928.94332018415,0.3472466531142349
44,3,14285.588085619069,0.3003106851957127
45,5,26596.91532578922,0.39032387376938904
46,4,21751.759276323177,0.27985983220717364
47,4,21099.57482893124,0.28784207638174736
48,2,17911.44112910218,0.37744333818706327
49,4,25851.55891124565,0.3550013648438621
50,5,17060.26309445033,0.35686560837048714
51,6,40548.86200655233,0.47702642297681747
52,3,20242.698965664855,0.33501149766385785
53,6,33489.18710037991,0.38070576435865705
54,3,16797.029260007497,0.2607690988151923
55,4,25348.023336066562,0.267485958091476
56,3,23406.485856644467,0.3782528123499399
57,3,25721.991091371725,0.38344968722633926
58,2,8970.08116297947,0.18969439143985278
59,4,27316.73447026565,0.26696999232412516
60,2,16166.65591571237,0.2269411989239423
61,5,26177.90532688178,0.49732586961723224
62,3,17533.991703043564,0.3174297526799976
63,2,9456.510119488354,0.19979886202472694
64,4,21281.728454572778,0.3850965484542608
65,4,34078.097044814545,0.5841637541079003
66,3,26711.439307107248,0.3645991739621081
67,3,21250.969721385914,0.39616951215981805
68,1,8955.72056455109,0.18939834550776624
69,5,34638.81964421861,0.4122490354997191
70,5,24107.394724065853,0.30284991344749507
71,3,15953.842295028704,0.31062661716064865
72,3,23406.485856644467,0.32236272375407987
73,3,17561.60884357684,0.3228254012536551
74,2,12295.249156834825,0.2477667614779509
75,4,32362.206421195555,0.4584009046209721
76,1,8955.72056455109,0.1893678950690373
77,5,32197.02921472125,0.3894890242409049
78,4,21257.592984792955,0.27517046464292266
79,2,17211.07329871204,0.3162193477405238
80,4,34078.097044814545,0.39412341184633987
81,3,23025.894837932265,0.28250056192138573
82,2,9020.45842984258,0.18962926133479374
83,6,33303.15760980746,0.46025838138343517
84,2,17211.07329871204,0.26734131850751375
85,4,25187.114345554954,0.3812158092073662
86,4,26683.941007337304,0.3186892166596459
87,2,17211.07329871204,0.30849170306754453
88,2,9088.654795060625,0.19218202311490007
89,5,25802.481558498635,0.3431865946170479
90,4,16681.806069078015,0.25822817887236943
91,3,11290.119993767355,0.19684516946802338
92,5,38781.81983177589,0.5271402325149088
93,2,8962.34382795813,0.18949561774259466
94,6,37295.12533441442,0.39520355657569567
95,8,42868.139659753215,0.5505938371003257
96,2,17211.07329871204,0.25633855998013694
97,4,26181.15446169151,0.29534641783738136
98,1,8955.72056455109,0.18937043260559808
99,2,9219.599931916979,0.19494878381162897
