,Unnamed: 0,number_colonies,concentrations,density,running_time
0,0,2,2513.273877614911,0.2508039999998299,0.395832
1,1,4,5015.8731901117535,0.4874919999996147,0.680615
2,2,2,2513.270422287,0.2304119999998484,0.395947
3,3,4,5019.362784631799,0.476139999999625,0.6635
4,4,5,6283.175472737112,0.4277679999996689,0.817618
5,5,2,2513.270422287,0.2460679999998342,0.393926
6,6,4,5026.547803637482,0.4074359999996875,0.661034
7,7,3,3769.910889033856,0.3512839999997385,0.536434
8,8,3,3762.684817875501,0.356207999999734,0.53508
9,9,2,2513.273926022571,0.1441719999999269,0.393596
10,10,3,2540.8824264395403,0.2433719999998367,0.540845
11,11,2,2478.3673799342696,0.2478679999998325,0.394281
12,12,5,6283.184538292158,0.4622319999996376,0.80225
13,13,2,2286.147881795039,0.2285919999998501,0.394335
14,14,3,3769.9102716016014,0.3769639999997152,0.535144
15,15,2,1948.20023943767,0.1947999999998808,0.396555
16,16,4,5026.546476442694,0.3432519999997458,0.704886
17,17,3,3769.9073852982856,0.3396079999997491,0.55111
18,18,3,3769.910889033856,0.3036439999997818,0.550755
19,19,3,3769.9107684104574,0.3769399999997152,0.551227
20,20,2,2512.980676108097,0.2435239999998365,0.394569
21,21,4,3797.71581902593,0.3508319999997389,0.678838
22,22,2,2513.2738053991725,0.2513079999998294,0.395617
23,23,2,1263.297115698,0.126359999999943,0.39533
24,24,4,2736.4044139300254,0.2735759999998092,0.69601
25,25,2,2513.272405890374,0.232003999999847,0.411584
26,26,2,2513.273926022571,0.1397359999999309,0.39381
27,27,2,2513.272939495769,0.2501159999998305,0.410161
28,28,4,5026.543730877317,0.4531959999996458,0.693627
29,29,3,3769.910660677248,0.3005519999997846,0.547984
30,30,3,3769.91013957024,0.2996199999997855,0.560113
31,31,3,3769.910889033856,0.2598479999998217,0.556567
32,32,3,3769.9098540993946,0.3189359999997679,0.574301
33,33,2,2513.273877614911,0.2289559999998497,0.412554
34,34,2,2513.273926022571,0.2493239999998312,0.395519
35,35,4,5026.44172117304,0.423347999999673,0.698295
36,36,5,6040.191529457032,0.5636599999995454,0.79129
37,37,3,3769.851753173176,0.3728359999997189,0.553264
38,38,1,1256.6369630112854,0.1257039999999436,0.219925
39,39,4,5026.547623688533,0.4115839999996837,0.71583
40,40,3,3769.871281066845,0.2887439999997954,0.570481
41,41,3,3749.232870427221,0.36065599999973,0.536142
42,42,3,3769.91003183703,0.2944279999997902,0.551333
43,43,2,2513.273926022571,0.2513599999998294,0.393598
44,44,2,2513.273926022571,0.2513119999998294,0.413394
45,45,4,5025.0935548429725,0.3794359999997129,0.69276
46,46,2,2513.1856588138908,0.246259999999834,0.394969
47,47,2,2512.8364378316096,0.2513079999998294,0.393598
48,48,3,3769.910889033856,0.290307999999794,0.551572
49,49,2,2513.0773758240684,0.2512919999998295,0.394216
50,50,4,5026.481726304541,0.4038919999996906,0.693876
51,51,4,5026.461970054263,0.4910119999996114,0.683236
52,52,4,5021.736954186971,0.4242679999996721,0.671483
53,53,3,3746.332161904063,0.3566919999997336,0.536177
54,54,4,5019.3809167474665,0.4834239999996184,0.678459
55,55,3,3659.411159395408,0.3547799999997353,0.537155
56,56,3,2740.916057454347,0.270455999999812,0.535047
