,Unnamed: 0,number_colonies,concentrations,density,running_time
0,0,4,5026.349553357833,0.3949719999996988,0.739411
1,1,3,3768.933928433929,0.3559159999997343,0.580129
2,2,3,3769.899466989078,0.3295399999997583,0.569889
3,3,3,3767.5492922349913,0.3403159999997485,0.550962
4,4,4,5023.317549109341,0.3970599999996969,0.698334
5,5,4,4975.004558524233,0.4137799999996817,0.701203
6,6,3,3768.919689129476,0.3730719999997187,0.609477
7,7,4,3863.1860590994543,0.3832319999997094,0.690467
8,8,4,5021.736954186971,0.4736679999996272,0.749571
9,9,6,6451.130808649594,0.4770799999996241,1.328122
10,10,8,8615.873607030153,0.521135999999584,1.161752
11,11,2,2513.273926022571,0.2371039999998423,0.400087
12,12,3,3766.6777475374847,0.3448399999997444,0.541997
13,13,6,6827.248266774945,0.4686919999996317,0.916827
14,14,3,3769.910889033856,0.3004319999997847,0.536053
15,15,2,2502.6045394504245,0.2472919999998331,0.394686
16,16,4,4312.170424650713,0.4025239999996919,0.662734
17,17,2,2497.4068052741054,0.2106599999998664,0.394389
18,18,3,3769.867777331274,0.3312279999997568,0.536759
19,19,4,5024.379502740705,0.4047479999996899,0.673789
20,20,3,3769.910889033856,0.3512799999997385,0.592498
21,21,4,3797.676103325709,0.3101239999997759,0.739552
22,22,5,5315.11507552594,0.3821839999997104,0.804759
23,23,8,10052.54522348312,0.5208919999995842,1.121853
24,24,4,3704.7605938721385,0.3236759999997636,0.693879
25,25,1,1256.6369630112854,0.1256799999999437,0.219534
26,26,5,4454.372280911766,0.3465439999997428,0.802755
27,27,4,4461.473548027987,0.3162679999997704,0.692848
28,28,4,4024.5259203354262,0.3868919999997061,0.693225
29,29,4,4998.174449965004,0.4117239999996835,0.681781
30,30,4,5026.542032132298,0.3077999999997781,0.709757
31,31,2,2513.273926022571,0.2443639999998357,0.408455
32,32,5,5849.448188404833,0.4940639999996086,0.820981
33,33,5,3790.253732196326,0.2899959999997942,0.815137
34,34,3,3746.346401208515,0.2917199999997927,0.566067
35,35,5,6272.458077477246,0.5027719999996008,0.786533
36,36,4,3436.562212062702,0.2963919999997884,0.705915
37,37,3,3769.898907301697,0.2471079999998333,0.5665
38,38,4,4520.1930989428765,0.4005479999996937,0.7237
39,39,3,2783.708803320688,0.2650959999998169,0.567316
40,40,4,5026.386523706124,0.4154599999996801,0.692947
41,41,4,4945.987262858832,0.4175599999996782,0.689947
42,42,6,6816.054311346778,0.5054959999995983,0.915708
43,43,6,7532.565958129104,0.5838319999995271,0.892689
44,44,5,6278.592931058012,0.5547159999995536,0.787285
45,45,4,2625.3196334156164,0.2450199999998351,0.692692
46,46,3,3765.099004648884,0.3030559999997824,0.580563
47,47,3,3610.24912742173,0.3542759999997358,0.544945
48,48,6,7514.095470613312,0.4479919999996505,0.949084
49,49,5,4209.607063185643,0.3784599999997138,0.817911
50,50,4,5026.547623688533,0.4495599999996491,0.676789
51,51,4,5026.537496935262,0.3792199999997131,0.707576
52,52,2,2513.247408248981,0.2479919999998324,0.393078
53,53,4,4518.9377887398805,0.44868399999965,0.692592
54,54,3,3717.3941386485903,0.344127999999745,0.536123
55,55,4,4950.807515166766,0.4564399999996429,0.675996
56,56,4,5026.197251123634,0.4210279999996751,0.706868
57,57,5,6281.688216366838,0.5097359999995944,0.800061
58,58,5,6278.343775065698,0.4244879999996719,0.880973
59,59,6,5584.702454329314,0.4241519999996722,0.943305
60,60,4,5026.21805752421,0.4496199999996491,0.662285
61,61,5,4758.59801290881,0.3418439999997471,0.832666
62,62,6,6336.853952176139,0.4780279999996232,0.911445
63,63,6,7373.140386658893,0.4952919999996075,0.896803
64,64,6,7539.749260966073,0.484927999999617,0.976133
65,65,4,4596.087750770346,0.4069759999996878,0.679277
66,66,3,3769.473400842895,0.3541759999997359,0.546094
67,67,6,7537.564571447453,0.5581599999995503,0.930035
68,68,5,5852.382925248887,0.5047959999995989,0.800474
69,69,4,2710.477639421874,0.2668519999998153,0.72361
70,70,7,7709.022724177291,0.4844759999996174,1.045035
71,71,3,3762.717435962592,0.3676719999997236,0.559822
72,72,3,2519.934078709285,0.2519759999998288,0.550097
73,73,3,3769.822393468568,0.3008959999997843,0.551206
74,74,4,4974.992576792073,0.4561999999996431,0.683522
75,75,3,2527.0893272153603,0.1646319999999082,0.558958
76,76,5,6272.496698917455,0.4648679999996352,0.880632
77,77,4,4314.418234741906,0.3658959999997252,0.692124
78,78,3,3769.690897634944,0.2899719999997943,0.59691
79,79,4,5026.547234612888,0.417759999999678,0.721079
80,80,5,6283.165736509596,0.3069039999997789,0.882141
81,81,4,4040.399398474805,0.3565439999997337,0.691273
82,82,4,5008.71153017532,0.4192599999996767,0.711034
83,83,1,1256.6369630112854,0.1256879999999436,0.216232
84,84,5,5125.065904442021,0.4278559999996689,0.847535
