,Unnamed: 0,number_colonies,concentrations,density,running_time
85,85,4,5026.54530751126,0.3964279999996974,0.676306
86,86,5,6278.333920155599,0.4707639999996298,0.85079
87,87,4,4639.847924338519,0.4236039999996727,0.693583
88,88,4,5026.547223204923,0.3132399999997731,0.708153
89,89,6,7040.1642132834495,0.5525599999995555,0.898118
90,90,6,7539.618652775638,0.5659159999995433,0.86754
91,91,2,2513.234318055559,0.2127399999998645,0.396118
92,92,4,4799.420239277753,0.3781439999997141,0.680216
93,93,4,4967.83750260316,0.3774599999997147,0.706875
94,94,3,3204.836573608737,0.245147999999835,0.567584
95,95,4,5026.544678671043,0.3853199999997075,0.724689
96,96,3,3204.829284139748,0.3201959999997668,0.550498
97,97,3,3753.955501076711,0.3611319999997295,0.564593
98,98,5,6281.019647832666,0.4351039999996623,0.847787
99,99,7,8568.647654626715,0.5503399999995575,1.100261
