,Unnamed: 0,number_colonies,concentrations,density,running_time
77,77,4,5026.545535867868,0.2729159999998098,33.848869
78,78,4,5026.488206485417,0.4655199999996346,30.65787
79,79,4,5022.66736566031,0.4008119999996934,27.190047
80,80,5,5440.870969131957,0.4515719999996473,31.239854
81,81,3,3769.898399084877,0.2973879999997875,34.072246
82,82,4,5026.547223204923,0.2828639999998008,36.331611
83,83,5,6283.184538292158,0.4553759999996438,41.634257
84,84,4,5012.562332129185,0.4496399999996491,24.789682
85,85,3,2783.7677108247603,0.2562559999998249,21.472981
86,86,3,2682.672637214062,0.2571959999998241,21.810169
87,87,2,2513.273926022571,0.2093639999998676,20.119453
88,88,3,3769.9085728565833,0.2899799999997943,27.508805
89,89,3,3769.713709995136,0.3242239999997631,25.242688
90,90,3,3769.9104999582105,0.279271999999804,26.875773
91,91,5,6283.178922262932,0.3259879999997615,39.803032
92,92,2,2513.247408248981,0.226527999999852,17.501484
93,93,5,5073.112076031176,0.4487959999996498,30.154578
94,94,5,6279.663070166605,0.491507999999611,34.663402
95,95,2,2513.273926022571,0.1949719999998806,20.236874
96,96,4,4866.973322707234,0.3345439999997537,28.885897
97,97,2,2513.271609845298,0.2339279999998452,18.690231
98,98,4,4990.471298893981,0.4708839999996297,23.875563
99,99,2,2513.2738053991725,0.2513319999998294,19.790531
