,Unnamed: 0,number_colonies,concentrations,density,running_time
0,0,4,4594.674098827061,0.4208559999996752,25.805174
1,1,3,3769.851753173176,0.3029359999997825,29.030018
2,2,2,2513.273926022571,0.150635999999921,21.803387
3,3,5,6282.615602675233,0.4831559999996186,36.753275
4,4,3,3769.910889033856,0.2718399999998108,29.224831
5,5,5,6282.879704033191,0.4257479999996708,38.521824
6,6,4,5026.245291597936,0.3674999999997237,27.96254
7,7,3,3769.822573417516,0.3704879999997211,25.51622
8,8,4,4998.175970097201,0.4083319999996866,27.355905
9,9,3,3769.901984197847,0.3725039999997192,25.697648
10,10,2,2512.980676108097,0.2059119999998707,16.982981
11,11,4,2710.4770589893155,0.2710079999998115,21.389845
12,12,2,2513.234318055559,0.211115999999866,17.933885
13,13,2,1527.1309761700832,0.1522279999999195,12.977368
14,14,4,3776.570604237265,0.2856839999997982,28.046108
15,15,4,4916.039343309882,0.4075999999996873,27.484896
16,16,5,6280.805475217539,0.4582039999996413,34.494207
17,17,2,2513.2736976659626,0.2300919999998487,21.0152
18,18,4,5017.215821739444,0.3798199999997125,28.533918
19,19,6,7539.817836848836,0.4575359999996419,48.205391
20,20,4,4709.677085643359,0.4104919999996846,29.577138
21,21,4,5026.545487460209,0.311099999999775,34.189501
22,22,3,3762.74296720938,0.330935999999757,24.087177
23,23,5,6283.088727952624,0.4966839999996063,38.322455
24,24,5,5124.874468885722,0.2885159999997956,39.792365
25,25,4,3776.565766359329,0.3204159999997666,27.147779
26,26,3,3057.7865470918623,0.3045239999997811,22.358394
27,27,4,5025.854677794998,0.4227799999996735,26.921251
28,28,4,5024.38280544478,0.3421479999997468,33.493509
29,29,4,5026.539933735934,0.4055839999996891,36.41249
30,30,3,3769.8820550829937,0.3480479999997414,25.502466
31,31,3,3769.905613672615,0.3596199999997309,27.925882
32,32,3,3769.9102117859775,0.2764199999998066,28.149669
33,33,3,3764.806741261212,0.2799319999998034,21.731969
34,34,4,3211.4856683440703,0.300155999999785,18.013906
35,35,2,2511.1088794222087,0.2261239999998523,16.997469
36,36,4,3771.641536632128,0.3765399999997155,22.491948
37,37,4,5025.5687307438975,0.4126479999996827,31.637273
38,38,3,3769.9107684104574,0.3039759999997816,29.340366
39,39,3,3769.9107684104574,0.2991759999997859,28.596672
40,40,3,2682.672008373844,0.2651639999998169,20.671336
41,41,3,3769.2582687841546,0.3380399999997506,25.409697
42,42,2,2513.273926022571,0.2235719999998547,20.675663
43,43,3,3739.182969646411,0.3336479999997546,18.539892
44,44,4,4941.478039927728,0.4785879999996227,22.524004
45,45,3,3769.910889033856,0.2626079999998192,28.611643
46,46,3,3767.6575752248136,0.3644679999997265,22.206868
47,47,3,3769.905613672615,0.3307519999997572,43.147296
48,48,2,2513.272939495769,0.2505959999998301,19.294722
49,49,5,6259.620327231087,0.4624159999996374,36.63829
50,50,3,2117.5989506291608,0.2071479999998696,14.337451
51,51,2,2513.273877614911,0.2139959999998634,20.221087
52,52,3,3769.8725101515047,0.3401719999997486,23.762483
53,53,4,4035.594004334484,0.3063959999997793,24.95924
54,54,6,7429.077111166938,0.5443319999995629,36.137529
55,55,5,5294.876429527932,0.4660999999996341,32.527448
56,56,7,8794.275274190735,0.541035999999566,48.881334
57,57,6,6682.261691320574,0.4225159999996737,39.739818
58,58,3,3769.909368901659,0.3449079999997443,26.842213
59,59,4,5025.573360246322,0.3999879999996942,31.260339
60,60,3,3768.451110323151,0.3580039999997324,21.73309
61,61,3,3659.403241086201,0.2808919999998026,20.295294
62,62,4,5026.547186205228,0.3842519999997085,33.573379
63,63,3,3610.336765790192,0.3324799999997556,21.16667
64,64,6,6281.119485903185,0.4632439999996367,35.552614
65,65,3,3659.4109310388,0.3503959999997393,24.467278
66,66,4,5026.539076539108,0.3107919999997753,33.680586
67,67,5,6172.636039009563,0.4558599999996434,31.771879
68,68,4,5025.817065532046,0.4217359999996745,27.890398
69,69,4,5026.348985669367,0.3437479999997453,31.547689
70,70,2,2513.273926022571,0.2512759999998294,19.812444
71,71,2,2513.2732971823525,0.2458599999998344,18.945612
72,72,4,4965.915275266708,0.3662839999997249,21.267083
73,73,3,3767.7458424334936,0.281423999999802,23.825724
74,74,4,5026.448479377232,0.4337199999996635,28.377436
75,75,4,5026.488547153404,0.4477999999996507,31.15706
76,76,4,4799.33354060893,0.3637679999997272,26.828312
