,Unnamed: 0,number_colonies,concentrations,density,running_time
0,0,3,3769.905613672615,0.3416919999997472,0.533541
1,1,4,5021.718224620146,0.4706959999996299,0.683204
2,2,4,5026.54530751126,0.4257839999996707,0.689617
3,3,2,2513.272939495769,0.2513439999998294,0.409361
4,4,2,2513.2736976659626,0.1872279999998877,0.400773
5,5,2,2489.7129419328003,0.2439319999998361,0.385214
6,6,2,2513.2660077133637,0.247403999999833,0.376858
7,7,2,2513.273926022571,0.2497079999998309,0.409623
8,8,3,3769.910612269588,0.3454839999997438,0.549829
9,9,3,2682.672516590664,0.2415919999998383,0.54938
10,10,2,2512.980676108097,0.2487359999998318,0.393258
11,11,2,2513.273926022571,0.2143439999998631,0.393329
12,12,2,2510.0460598874406,0.2510439999998297,0.393829
13,13,3,3762.547403537679,0.3665759999997246,0.554598
14,14,4,5026.100925412776,0.4367279999996608,0.720739
15,15,2,2513.272405890374,0.2512759999998294,0.405105
16,16,2,2513.234318055559,0.2512919999998295,0.411721
17,17,3,3769.9107684104574,0.3049399999997806,0.533409
18,18,2,1284.442013626757,0.1284799999999411,0.407821
19,19,5,6283.183568783956,0.4963399999996066,0.801818
20,20,3,3769.778936487016,0.3643439999997266,0.581834
21,21,2,2513.0773758240684,0.2512879999998295,0.413306
22,22,3,3769.9092482782607,0.2919439999997925,0.551139
23,23,3,3769.908344499975,0.2923759999997921,0.550672
24,24,5,5852.763424456178,0.4696959999996308,0.799995
25,25,2,2513.2660077133637,0.2513719999998294,0.409491
26,26,3,3769.9085728565833,0.3405439999997483,0.5362
27,27,2,2513.268650661329,0.2512799999998295,0.392949
28,28,3,3339.4905163494705,0.2845719999997992,0.565471
29,29,3,3769.8820550829937,0.3769479999997152,0.549546
30,30,4,5026.520945195906,0.49255599999961,0.660438
31,31,2,2513.273877614911,0.2513719999998294,0.392984
32,32,3,3339.488996217274,0.3336439999997546,0.535527
33,33,3,3769.892756918188,0.3491239999997405,0.551111
34,34,3,3769.910660677248,0.2751719999998077,0.565382
35,35,4,5025.895003438832,0.4210279999996751,0.675195
36,36,3,3542.7842159661063,0.3503999999997393,0.549232
37,37,4,3776.5660178528033,0.3161519999997705,0.674924
38,38,3,2912.3601423140367,0.2312119999998477,0.566186
39,39,4,5026.546236678122,0.3643719999997266,0.691617
40,40,3,3769.690897634944,0.3769399999997152,0.551281
41,41,4,5026.546283505285,0.3537919999997362,0.682898
42,42,3,3769.822621825176,0.3626279999997282,0.541188
43,43,2,2512.8364378316096,0.2504679999998302,0.407843
44,44,4,5026.415109939046,0.4939359999996088,0.658443
45,45,3,2752.78664791059,0.2746839999998082,0.564325
46,46,4,4040.404902192654,0.3402039999997486,0.67533
47,47,3,2611.7856210285386,0.2611759999998205,0.548549
48,48,2,2513.2660077133637,0.2313719999998476,0.403564
49,49,1,1256.6369630112854,0.1256479999999437,0.210436
50,50,1,1256.6369630112854,0.1256319999999437,0.232303
51,51,3,3769.9104999582105,0.3455359999997437,0.56869
52,52,3,2611.797361513902,0.2561239999998251,0.575981
53,53,3,2567.005702738534,0.2566879999998245,0.533375
54,54,3,3769.910889033856,0.2784199999998048,0.566892
55,55,2,2513.272405890374,0.2512599999998295,0.393621
56,56,4,5025.442622582892,0.4951159999996077,0.660255
57,57,3,2675.505701916387,0.2675239999998147,0.549119
58,58,2,2513.272405890374,0.2389999999998406,0.393368
59,59,3,3769.709063474113,0.3599279999997307,0.534481
60,60,2,2513.270422287,0.2513399999998294,0.407372
61,61,3,2830.660731220939,0.2778759999998053,0.548939
62,62,5,4737.47668094864,0.4539959999996451,0.785273
63,63,4,5026.102445544972,0.4876799999996145,0.663283
64,64,3,3769.9102117859775,0.3559279999997343,0.564712
65,65,2,2513.2736976659626,0.2190959999998587,0.392487
