,number_colonies,concentrations,density
0,3,15525.695574268773,0.3283098636069386
1,4,25851.55891124565,0.3901817717219875
2,3,18412.23068403944,0.28500088127923673
3,3,18809.179291888555,0.2686193910886074
4,2,17911.44112910218,0.3417596532243908
5,4,27131.041061019157,0.45105642796866485
6,5,18061.877550693684,0.36259621177016255
7,5,31890.630881228823,0.40268844358436395
8,3,18256.50829749342,0.3515536985033341
9,8,37029.028292032,0.4315182422964727
10,4,22374.329220570646,0.3494424680847969
11,3,20086.976579118833,0.37845581527479927
12,3,15407.121942187618,0.25806408484144144
13,3,15395.902936412827,0.27428824776530475
14,5,29353.741661654432,0.4332682966778643
15,5,36409.35488137722,0.5048572781295142
16,4,18476.968549330933,0.3906985833348586
17,4,16086.77652553824,0.301789223165105
18,5,20280.08096225876,0.3476560423460346
19,4,26844.373537616782,0.3508025876813545
20,2,9456.510119488354,0.19995788098253342
21,7,41079.36036794575,0.5363641779132056
22,2,9219.599931916979,0.18938058275184103
23,5,25384.48467795119,0.4118599465604053
24,4,25979.371914482865,0.4250661326680263
25,2,10458.797567486414,0.22117253247585578
26,4,33922.37465826853,0.5671741009882132
27,6,33253.09946243894,0.5013546318301701
28,3,22706.118026254328,0.38824393963510095
29,4,29462.935617140414,0.4612057283661121
30,3,14465.12589052176,0.3058966490114258
31,5,19578.211095733903,0.27878053332333813
32,3,23967.890889598126,0.39342558929213584
33,4,11620.415097638677,0.23240789852130056
34,2,8986.479297737953,0.1900293462658707
35,2,8962.34382795813,0.18952945156340456
36,1,8955.72056455109,0.1893780452152803
37,5,27137.664324426198,0.49706196581491513
38,2,9456.510119488354,0.19998663973022182
39,2,13387.849922832695,0.25994609112399164
40,3,20105.79911910437,0.33454374509116114
41,4,17565.18363343601,0.30846379016537634
42,3,9860.081990744504,0.18951168880747937
43,5,33493.64904193707,0.44587985338475145
44,2,17911.44112910218,0.3016953343123575
45,4,31299.291051934873,0.5181378986429169
46,3,14714.644659459269,0.3111518872287222
47,5,40172.75638346511,0.515679025715558
48,5,11393.917726866692,0.24092979213779203
49,2,8970.08116297947,0.1896842412936098
50,2,9853.458727337464,0.2083782731365952
51,2,15392.761343759237,0.2971632940148725
52,3,25721.991091371725,0.3230487044710004
53,3,15423.5200769461,0.3261470366116662
54,1,8955.72056455109,0.1893585907683146
55,4,25246.220071096704,0.3483411772174349
56,4,31299.291051934873,0.3602887451909279
57,7,28327.1722514507,0.41307288903643996
58,1,8955.72056455109,0.1893695867600778
59,1,8955.72056455109,0.1893780452152803
60,3,17474.95266607793,0.2788803430947273
61,4,26667.58341820039,0.34490958194179167
62,6,40138.299965139646,0.5953652863325352
63,3,13888.639477769959,0.2740708654666012
64,2,13387.849922832695,0.23227594662014198
65,3,17914.582721755767,0.2973882889232583
66,5,35480.420828468,0.5564157918161878
67,3,9000.839896166333,0.19001158350994551
68,8,21451.986592146095,0.3820946427029031
69,6,9924.68484606231,0.20975023457043634
70,2,17530.850110389976,0.3219829391154888
71,4,24481.416138819863,0.38994155159423727
72,1,8955.72056455109,0.18938481197944226
73,4,28370.23869658859,0.3488461469930225
74,2,16166.65591571237,0.28329481086489794
75,2,15392.761343759237,0.2739118465087947
76,2,12295.249156834825,0.2318132691205667
77,4,25737.743693207143,0.36619697614985525
78,2,16166.65591571237,0.3274310301114016
79,1,8955.72056455109,0.1893712784511183
80,5,27500.885479100063,0.3950377708537272
81,4,25035.983859409967,0.41712025985082324
82,7,39935.18535991531,0.4134941201055231
83,4,18321.24616278491,0.37197579274418474
84,4,18206.079229654933,0.22742163917944277
85,3,9470.870717916734,0.20027676474366665
86,2,12295.249156834825,0.2449357165216832
87,4,29843.526635852617,0.43450153944638487
88,3,18497.913752275046,0.3218526789053707
89,1,8955.72056455109,0.18938396613392203
90,1,8955.72056455109,0.18938396613392203
91,2,17911.44112910218,0.34914811384375083
92,2,17911.44112910218,0.36018047696433625
93,1,8955.72056455109,0.18937381598767905
94,3,10117.338094703353,0.2012503329374713
95,3,11550.857768479655,0.23283420466350518
96,1,8955.72056455109,0.18938312028840176
97,3,9095.278058467666,0.19232835438990284
98,2,17211.07329871204,0.2906511293544886
99,3,24741.785461551255,0.3426960042153045
