,number_colonies,concentrations,density
0,5,34638.81964421861,0.35554778104994184
1,4,17678.369288035392,0.3525331876157805
2,3,20870.37870267371,0.25610256907998796
3,1,8955.72056455109,0.1893814285973613
4,3,18019.598109922048,0.37683686694904595
5,2,8970.08116297947,0.18967832037496807
6,6,20602.0749315091,0.40159561117220444
7,3,9986.392957847,0.20365338006049385
8,3,17942.199862289042,0.2754732773391712
9,3,26330.848288395042,0.40996102336745016
10,5,19113.025577045173,0.34834540644503614
11,5,20458.61448748764,0.22563098421307926
12,2,9088.654795060625,0.192202323407386
13,2,12295.249156834825,0.23560350289679483
14,4,35442.29123949215,0.5150793212417026
15,4,14958.178110437684,0.25782048133161023
16,3,10473.158165914794,0.19156878511272077
17,3,18269.347529755956,0.3398835678604823
18,6,26891.287148142277,0.3907510257571139
19,2,17911.44112910218,0.2702780941538123
20,1,8955.72056455109,0.18936874091455758
21,5,40017.03399691908,0.5400165388696333
22,3,26867.161693653266,0.352996710960876
23,2,9219.599931916979,0.19135563204161846
24,2,11286.978401113765,0.23867815136289372
25,3,20242.698965664855,0.3058983407024663
26,3,19506.184507996106,0.2625301491883471
27,2,14450.76529209338,0.30033352302475935
28,2,15392.761343759237,0.25712012124084543
29,3,9986.392957847,0.21117802180861375
30,3,10523.535432777904,0.2211446195736876
31,4,32767.88906760319,0.4082448028068684
32,2,17530.850110389976,0.30069977413502647
33,4,24806.523326842747,0.4233296118149586
34,3,17545.21070881836,0.36883686001854704
35,3,26867.161693653266,0.44351317761909953
36,5,34008.10255871954,0.492095160920023
37,4,23040.255436360647,0.2852495598621894
38,6,31107.570041376966,0.3176344472958975
39,4,33304.20247286141,0.5232561098859333
40,4,20156.533908277856,0.2882387779307433
41,4,28680.928664943258,0.32796052940707643
42,3,25721.991091371725,0.394082811261368
43,3,25122.37648026346,0.3884943099090941
44,4,32923.61145414921,0.4798447802502815
45,3,22706.118026254328,0.37425450057573095
46,1,8955.72056455109,0.18938396613392203
47,5,32504.099038971115,0.4321593932008201
48,5,28956.71131976146,0.47630153336596553
49,3,16782.023128656056,0.3148338527783587
50,3,9856.600319991054,0.20844678662373525
51,1,8955.72056455109,0.18938312028840176
52,4,32603.834642471276,0.3693418297941347
53,5,26851.10033900189,0.498032996472159
54,5,36180.78865885814,0.48322647064023017
55,5,21268.471912467885,0.3184794469706245
56,3,26867.161693653266,0.4223061387354594
57,5,21527.282169967217,0.3006574818590141
58,4,31299.291051934873,0.3953600379969414
59,4,26625.453483198784,0.4034336334877018
60,8,46737.2402177563,0.4759733453041096
61,2,17211.07329871204,0.22665445729257847
62,3,20242.698965664855,0.27114254827550505
63,2,10458.797567486414,0.2211894493862607
64,2,9219.599931916979,0.19475423934197209
65,2,17911.44112910218,0.3787569362800073
66,2,8970.08116297947,0.18969100805777178
67,2,8958.86215720468,0.1894228750278534
68,3,20086.976579118833,0.33264143851612493
69,3,17918.06439250922,0.23766229089307672
70,4,27138.247384535935,0.3513887586268859
71,3,24348.48190831033,0.3145014354889015
72,2,17911.44112910218,0.279908891247348
73,4,13801.46775242374,0.264209152546038
74,3,12359.987022126315,0.23144194293717815
75,2,13387.849922832695,0.2202666319236709
76,3,26711.439307107248,0.4488775299085078
77,3,9222.741524570569,0.195010530534607
78,5,10134.840285785323,0.21061638038316957
79,3,25786.202844550928,0.4818824221085572
80,4,18815.802555295595,0.34845113713506704
81,3,11351.716266405256,0.20351889062277453
82,3,26486.570674941067,0.33881018989528844
83,4,31299.291051934873,0.40631373748414384
84,5,32485.378286216008,0.3573807282923177
85,5,18357.74296576871,0.29122038338961503
86,3,18044.375359611713,0.3098670478834666
87,5,25062.15069219579,0.31448028935089534
88,3,17217.69656211908,0.2504286373301691
89,5,33824.76303164024,0.449606648746961
90,4,28214.51631004257,0.282484490856501
91,2,16766.270526820634,0.2460370073890452
92,2,8970.08116297947,0.18967578283840733
93,3,14583.699522602916,0.2471264564191237
94,1,8955.72056455109,0.1893924245891245
95,4,33304.20247286141,0.3169814545542666
96,4,33304.20247286141,0.3953321250947732
97,3,16430.53528307826,0.20360855024792074
98,2,17911.44112910218,0.3346418631715098
99,2,17755.718742556157,0.22365847245986256
